,CustomerID,Gender,Age,Tenure,PhoneService,InternetService,Contract,MonthlyCharges,TotalCharges,Churn
349,CUST_0350,Male,23,61,Yes,Fiber optic,Two years,104.76,6390.360000000001,No
350,CUST_0351,Female,19,61,Yes,Fiber optic,Month-to-month,38.56,2352.1600000000003,No
351,CUST_0352,Male,37,6,Yes,Fiber optic,Month-to-month,113.31,679.86,No
352,CUST_0353,Male,45,3,No,None,One year,88.29,264.87,No
353,CUST_0354,Female,28,5,Yes,None,Month-to-month,101.97,509.85,Yes
354,CUST_0355,Female,21,57,Yes,DSL,Two years,74.73,4259.610000000001,No
355,CUST_0356,Male,32,21,No,DSL,Two years,97.51,2047.71,No
356,CUST_0357,Female,23,25,No,None,One year,19.65,491.24999999999994,No
357,CUST_0358,Female,71,2,No,DSL,Month-to-month,101.47,202.94,Yes
358,CUST_0359,Male,66,40,Yes,None,Two years,22.09,883.6,No
359,CUST_0360,Male,47,59,Yes,DSL,Month-to-month,108.77,6417.429999999999,Yes
360,CUST_0361,Female,73,13,Yes,Fiber optic,Month-to-month,119.18,1549.3400000000001,Yes
361,CUST_0362,Male,55,11,No,DSL,Month-to-month,47.99,527.89,Yes
362,CUST_0363,Male,68,11,Yes,Fiber optic,One year,39.45,433.95000000000005,No
363,CUST_0364,Female,79,12,Yes,Fiber optic,Month-to-month,96.07,1152.84,No
364,CUST_0365,Male,74,24,No,Fiber optic,Two years,43.81,1051.44,No
365,CUST_0366,Male,19,44,No,Fiber optic,Month-to-month,106.29,4676.76,Yes
366,CUST_0367,Female,32,18,No,DSL,Two years,28.49,512.8199999999999,No
367,CUST_0368,Female,28,54,No,None,Month-to-month,30.85,1665.9,No
368,CUST_0369,Male,25,44,No,Fiber optic,Two years,117.87,5186.280000000001,No
369,CUST_0370,Male,43,7,Yes,DSL,Two years,86.73,607.11,No
370,CUST_0371,Female,68,52,No,Fiber optic,Month-to-month,104.38,5427.76,Yes
371,CUST_0372,Female,62,54,Yes,DSL,Month-to-month,51.08,2758.3199999999997,Yes
372,CUST_0373,Female,61,31,Yes,DSL,Two years,87.0,2697.0,No
373,CUST_0374,Female,22,50,No,DSL,One year,78.61,3930.5,No
374,CUST_0375,Male,23,43,No,None,Month-to-month,79.52,3419.3599999999997,No
375,CUST_0376,Female,43,69,No,DSL,One year,87.62,6045.780000000001,No
376,CUST_0377,Female,71,17,Yes,DSL,Month-to-month,76.69,1303.73,No
377,CUST_0378,Male,21,21,No,None,Month-to-month,61.76,1296.96,No
378,CUST_0379,Female,36,36,No,None,Month-to-month,46.14,1661.04,No
379,CUST_0380,Male,37,55,No,DSL,Month-to-month,96.4,5302.0,Yes
380,CUST_0381,Female,50,58,No,None,One year,41.08,2382.64,No
381,CUST_0382,Female,37,2,No,Fiber optic,Month-to-month,88.62,177.24,No
382,CUST_0383,Female,66,27,Yes,Fiber optic,Two years,41.8,1128.6,No
383,CUST_0384,Male,29,34,Yes,None,Two years,81.78,2780.52,No
384,CUST_0385,Male,64,60,Yes,None,One year,94.2,5652.0,No
385,CUST_0386,Female,18,53,No,DSL,Month-to-month,40.31,2136.4300000000003,Yes
386,CUST_0387,Male,43,62,No,None,Two years,24.11,1494.82,No
387,CUST_0388,Male,31,6,No,DSL,One year,31.36,188.16,No
388,CUST_0389,Male,55,48,Yes,Fiber optic,Month-to-month,79.81,3830.88,Yes
389,CUST_0390,Male,54,30,No,None,Two years,104.64,3139.2,No
390,CUST_0391,Male,79,57,No,DSL,Two years,22.59,1287.6299999999999,No
391,CUST_0392,Male,28,60,No,DSL,One year,92.88,5572.799999999999,No
392,CUST_0393,Female,80,23,Yes,Fiber optic,Month-to-month,52.81,1214.63,Yes
393,CUST_0394,Female,53,19,No,None,Month-to-month,66.81,1269.39,Yes
394,CUST_0395,Male,30,36,Yes,Fiber optic,Two years,112.74,4058.64,No
395,CUST_0396,Female,60,3,No,DSL,Two years,51.86,155.57999999999998,No
396,CUST_0397,Female,20,19,Yes,DSL,Two years,65.46,1243.7399999999998,No
397,CUST_0398,Female,50,59,Yes,None,Month-to-month,19.4,1144.6,Yes
398,CUST_0399,Female,23,23,Yes,DSL,One year,26.32,605.36,No
399,CUST_0400,Male,67,49,No,None,One year,44.38,2174.6200000000003,No
400,CUST_0401,Female,73,48,No,Fiber optic,Month-to-month,20.84,1000.3199999999999,No
401,CUST_0402,Female,27,50,Yes,None,One year,82.4,4120.0,No
402,CUST_0403,Male,22,35,Yes,None,Two years,61.49,2152.15,No
403,CUST_0404,Male,40,65,No,DSL,One year,73.91,4804.15,No
404,CUST_0405,Female,27,33,No,DSL,One year,35.81,1181.73,No
405,CUST_0406,Female,61,35,Yes,None,One year,48.19,1686.6499999999999,No
406,CUST_0407,Female,19,5,No,DSL,Two years,85.71,428.54999999999995,No
407,CUST_0408,Female,30,38,No,DSL,Month-to-month,116.46,4425.48,No
408,CUST_0409,Female,57,41,No,DSL,Two years,23.14,948.74,No
409,CUST_0410,Female,19,57,No,None,Month-to-month,108.82,6202.74,Yes
410,CUST_0411,Male,37,11,Yes,DSL,Month-to-month,76.84,845.24,Yes
411,CUST_0412,Female,18,2,No,None,Month-to-month,75.52,151.04,Yes
412,CUST_0413,Female,80,17,No,DSL,One year,69.03,1173.51,No
413,CUST_0414,Male,54,39,Yes,Fiber optic,One year,25.08,978.1199999999999,No
414,CUST_0415,Male,26,20,Yes,DSL,Month-to-month,27.17,543.4000000000001,Yes
415,CUST_0416,Male,34,14,No,DSL,Month-to-month,79.29,1110.0600000000002,No
416,CUST_0417,Male,26,25,No,None,One year,52.78,1319.5,No
417,CUST_0418,Female,28,7,No,None,Two years,111.56,780.9200000000001,No
418,CUST_0419,Female,32,41,No,DSL,Month-to-month,59.47,2438.27,Yes
419,CUST_0420,Female,41,43,Yes,Fiber optic,Two years,32.61,1402.23,No
420,CUST_0421,Female,55,13,Yes,DSL,One year,90.9,1181.7,No
421,CUST_0422,Female,72,1,Yes,DSL,Month-to-month,47.92,47.92,No
422,CUST_0423,Female,52,36,No,Fiber optic,Two years,71.6,2577.6,No
423,CUST_0424,Male,47,68,No,None,Two years,89.18,6064.240000000001,No
424,CUST_0425,Female,48,37,No,DSL,Two years,109.83,4063.71,No
425,CUST_0426,Male,66,40,No,None,One year,98.8,3952.0,No
426,CUST_0427,Male,22,61,Yes,None,One year,86.99,5306.389999999999,No
427,CUST_0428,Female,79,59,Yes,Fiber optic,Two years,87.32,5151.879999999999,No
428,CUST_0429,Male,77,13,No,Fiber optic,Two years,114.48,1488.24,No
429,CUST_0430,Female,61,1,Yes,None,One year,48.17,48.17,No
430,CUST_0431,Male,67,69,No,DSL,Two years,18.11,1249.59,No
431,CUST_0432,Female,31,16,No,None,Two years,45.74,731.84,No
432,CUST_0433,Male,70,27,Yes,DSL,One year,40.22,1085.94,No
433,CUST_0434,Female,73,65,No,DSL,Two years,85.51,5558.150000000001,No
434,CUST_0435,Female,28,34,No,Fiber optic,Two years,82.64,2809.76,No
435,CUST_0436,Female,26,4,Yes,DSL,Two years,78.53,314.12,No
436,CUST_0437,Female,51,64,No,DSL,One year,19.66,1258.24,No
437,CUST_0438,Female,29,39,No,None,Two years,92.34,3601.26,No
438,CUST_0439,Male,52,55,Yes,Fiber optic,One year,51.0,2805.0,No
439,CUST_0440,Male,52,35,No,DSL,One year,85.84,3004.4,No
440,CUST_0441,Male,18,44,Yes,DSL,Month-to-month,74.77,3289.8799999999997,Yes
441,CUST_0442,Female,57,22,No,Fiber optic,Month-to-month,52.96,1165.1200000000001,No
442,CUST_0443,Male,39,46,Yes,None,Two years,31.73,1459.58,No
443,CUST_0444,Female,77,30,Yes,Fiber optic,One year,27.63,828.9,No
444,CUST_0445,Female,46,10,Yes,Fiber optic,Month-to-month,102.81,1028.1,Yes
445,CUST_0446,Male,25,9,No,DSL,Two years,111.68,1005.1200000000001,No
446,CUST_0447,Male,28,66,Yes,DSL,Month-to-month,84.28,5562.4800000000005,No
447,CUST_0448,Female,58,13,Yes,None,Month-to-month,28.55,371.15000000000003,Yes
448,CUST_0449,Male,54,9,Yes,DSL,One year,59.01,531.09,No
449,CUST_0450,Female,31,0,Yes,DSL,One year,92.35,0.0,No
450,CUST_0451,Female,77,4,Yes,Fiber optic,Month-to-month,97.54,390.16,No
451,CUST_0452,Female,47,19,No,DSL,Month-to-month,30.06,571.14,Yes
452,CUST_0453,Female,52,7,No,None,One year,18.0,126.0,No
453,CUST_0454,Female,38,42,No,Fiber optic,Two years,90.64,3806.88,No
454,CUST_0455,Male,54,0,No,None,One year,54.37,0.0,No
455,CUST_0456,Male,22,56,No,Fiber optic,Month-to-month,43.96,2461.76,Yes
456,CUST_0457,Female,36,63,No,DSL,Two years,19.32,1217.16,No
457,CUST_0458,Female,76,27,No,Fiber optic,Month-to-month,73.11,1973.97,No
458,CUST_0459,Male,31,36,Yes,Fiber optic,Two years,104.82,3773.5199999999995,No
459,CUST_0460,Male,43,46,No,DSL,Month-to-month,115.68,5321.280000000001,No
460,CUST_0461,Female,79,36,Yes,DSL,Two years,75.71,2725.56,No
461,CUST_0462,Male,21,48,Yes,None,Two years,70.48,3383.04,No
462,CUST_0463,Female,42,43,No,None,Month-to-month,26.68,1147.24,No
463,CUST_0464,Male,62,55,Yes,DSL,Two years,73.99,4069.45,No
464,CUST_0465,Female,59,27,Yes,DSL,One year,56.76,1532.52,No
465,CUST_0466,Male,42,5,Yes,DSL,Month-to-month,79.93,399.65000000000003,No
466,CUST_0467,Female,35,60,Yes,Fiber optic,One year,57.65,3459.0,No
467,CUST_0468,Male,57,19,No,Fiber optic,Month-to-month,42.51,807.6899999999999,No
468,CUST_0469,Male,25,1,No,Fiber optic,Two years,27.69,27.69,No
469,CUST_0470,Female,56,72,No,DSL,Two years,50.12,3608.64,No
470,CUST_0471,Male,57,36,No,None,Two years,27.86,1002.96,No
471,CUST_0472,Female,31,19,No,DSL,Month-to-month,36.04,684.76,Yes
472,CUST_0473,Male,49,25,No,Fiber optic,One year,118.71,2967.75,No
473,CUST_0474,Female,68,28,No,Fiber optic,One year,63.3,1772.3999999999999,No
474,CUST_0475,Male,78,0,No,DSL,Month-to-month,72.25,0.0,Yes
475,CUST_0476,Female,55,34,No,DSL,Month-to-month,107.11,3641.74,Yes
476,CUST_0477,Male,50,69,No,Fiber optic,One year,119.55,8248.949999999999,No
477,CUST_0478,Female,40,58,Yes,Fiber optic,One year,77.44,4491.5199999999995,No
478,CUST_0479,Male,80,68,No,Fiber optic,One year,100.87,6859.16,No
479,CUST_0480,Female,32,32,Yes,DSL,One year,51.35,1643.2,No
480,CUST_0481,Female,50,50,Yes,Fiber optic,Month-to-month,49.19,2459.5,No
481,CUST_0482,Female,42,11,Yes,Fiber optic,Month-to-month,59.08,649.88,Yes
482,CUST_0483,Male,34,19,Yes,None,Two years,86.6,1645.3999999999999,No
483,CUST_0484,Female,50,52,No,DSL,One year,87.58,4554.16,No
484,CUST_0485,Male,64,42,Yes,None,Two years,50.15,2106.2999999999997,No
485,CUST_0486,Female,72,49,No,None,Month-to-month,31.59,1547.91,Yes
486,CUST_0487,Male,19,28,No,Fiber optic,Month-to-month,82.5,2310.0,No
487,CUST_0488,Female,31,56,Yes,DSL,Two years,31.09,1741.04,No
488,CUST_0489,Male,70,38,No,Fiber optic,One year,77.01,2926.38,No
489,CUST_0490,Male,57,55,Yes,DSL,One year,88.73,4880.150000000001,No
490,CUST_0491,Female,57,42,Yes,None,One year,89.46,3757.3199999999997,No
491,CUST_0492,Male,68,49,No,DSL,One year,94.85,4647.65,No
492,CUST_0493,Male,56,22,No,Fiber optic,Two years,107.03,2354.66,No
493,CUST_0494,Female,68,43,Yes,Fiber optic,Two years,69.0,2967.0,No
494,CUST_0495,Male,23,37,No,Fiber optic,Month-to-month,92.49,3422.1299999999997,No
495,CUST_0496,Male,23,22,No,DSL,One year,81.16,1785.52,No
496,CUST_0497,Male,20,44,No,None,One year,37.04,1629.76,No
497,CUST_0498,Female,24,51,Yes,None,One year,20.62,1051.6200000000001,No
498,CUST_0499,Male,68,49,Yes,DSL,Two years,47.02,2303.98,No
499,CUST_0500,Female,25,7,No,Fiber optic,One year,63.19,442.33,No
500,CUST_0501,Male,59,0,No,None,Two years,80.94,0.0,No
501,CUST_0502,Male,69,7,No,Fiber optic,One year,104.7,732.9,No
502,CUST_0503,Male,32,28,No,DSL,One year,38.02,1064.5600000000002,No
503,CUST_0504,Female,64,4,No,Fiber optic,Month-to-month,30.81,123.24,Yes
504,CUST_0505,Male,46,46,Yes,None,One year,116.27,5348.42,No
505,CUST_0506,Male,50,33,No,None,One year,29.02,957.66,No
506,CUST_0507,Female,69,64,Yes,Fiber optic,Month-to-month,66.81,4275.84,Yes
507,CUST_0508,Male,47,54,No,DSL,Two years,77.73,4197.42,No
508,CUST_0509,Female,56,42,Yes,Fiber optic,Two years,73.22,3075.24,No
509,CUST_0510,Female,44,29,No,DSL,One year,26.78,776.62,No
510,CUST_0511,Male,53,16,Yes,Fiber optic,Two years,23.82,381.12,No
511,CUST_0512,Female,46,25,No,None,One year,28.76,719.0,No
512,CUST_0513,Male,55,7,Yes,DSL,Month-to-month,77.73,544.11,Yes
513,CUST_0514,Female,74,46,Yes,DSL,Month-to-month,73.52,3381.9199999999996,Yes
514,CUST_0515,Female,50,71,Yes,DSL,One year,41.84,2970.6400000000003,No
515,CUST_0516,Male,78,45,Yes,None,Month-to-month,83.05,3737.25,Yes
516,CUST_0517,Female,54,67,Yes,Fiber optic,Month-to-month,101.65,6810.55,No
517,CUST_0518,Female,44,32,Yes,None,One year,22.24,711.68,No
518,CUST_0519,Female,72,0,No,DSL,One year,68.81,0.0,No
519,CUST_0520,Female,50,18,Yes,Fiber optic,Month-to-month,88.31,1589.58,No
520,CUST_0521,Female,79,30,No,None,Two years,43.74,1312.2,No
521,CUST_0522,Male,21,13,No,DSL,Two years,49.39,642.07,No
522,CUST_0523,Female,39,52,No,DSL,One year,80.59,4190.68,No
523,CUST_0524,Male,19,47,No,None,One year,109.59,5150.7300000000005,No
524,CUST_0525,Female,27,68,No,None,Two years,100.61,6841.48,No
525,CUST_0526,Male,22,61,Yes,None,Month-to-month,77.48,4726.280000000001,No
526,CUST_0527,Male,76,65,Yes,DSL,Two years,92.48,6011.2,No
527,CUST_0528,Female,27,63,Yes,None,Two years,55.21,3478.23,No
528,CUST_0529,Female,50,69,No,DSL,Two years,83.38,5753.219999999999,No
529,CUST_0530,Female,71,62,Yes,None,Two years,65.55,4064.1,No
530,CUST_0531,Male,55,72,Yes,DSL,One year,37.37,2690.64,No
531,CUST_0532,Female,30,32,Yes,DSL,One year,89.58,2866.56,No
532,CUST_0533,Male,48,40,Yes,Fiber optic,Month-to-month,74.76,2990.4,Yes
533,CUST_0534,Male,64,47,Yes,None,Month-to-month,54.58,2565.2599999999998,No
534,CUST_0535,Male,53,12,No,None,Month-to-month,110.96,1331.52,Yes
535,CUST_0536,Female,62,72,Yes,DSL,Month-to-month,20.14,1450.08,Yes
536,CUST_0537,Female,41,30,No,DSL,Two years,50.21,1506.3,No
537,CUST_0538,Male,69,67,No,DSL,One year,23.8,1594.6000000000001,No
538,CUST_0539,Male,73,3,No,Fiber optic,One year,96.19,288.57,No
539,CUST_0540,Female,32,18,No,Fiber optic,Month-to-month,89.61,1612.98,No
540,CUST_0541,Male,46,69,No,DSL,Month-to-month,51.8,3574.2,Yes
541,CUST_0542,Female,25,12,Yes,None,Two years,86.92,1043.04,No
542,CUST_0543,Male,22,22,Yes,None,Two years,58.39,1284.58,No
543,CUST_0544,Female,46,0,Yes,Fiber optic,Month-to-month,95.14,0.0,Yes
544,CUST_0545,Male,64,53,No,Fiber optic,One year,64.33,3409.49,No
545,CUST_0546,Female,21,70,Yes,DSL,One year,60.05,4203.5,No
546,CUST_0547,Male,29,14,Yes,None,One year,113.34,1586.76,No
547,CUST_0548,Female,62,64,No,DSL,Month-to-month,43.59,2789.76,No
548,CUST_0549,Female,19,70,No,Fiber optic,One year,30.29,2120.2999999999997,No
549,CUST_0550,Male,44,14,No,None,Two years,77.62,1086.68,No
550,CUST_0551,Male,48,20,No,None,Two years,116.87,2337.4,No
551,CUST_0552,Female,68,18,Yes,Fiber optic,Month-to-month,56.54,1017.72,Yes
552,CUST_0553,Male,68,59,No,DSL,Two years,24.33,1435.4699999999998,No
553,CUST_0554,Female,53,32,No,DSL,Month-to-month,52.61,1683.52,No
554,CUST_0555,Male,53,48,Yes,None,One year,69.61,3341.2799999999997,No
555,CUST_0556,Female,43,34,Yes,Fiber optic,One year,34.52,1173.68,No
556,CUST_0557,Female,60,43,No,None,One year,85.13,3660.5899999999997,No
557,CUST_0558,Female,44,10,Yes,Fiber optic,Two years,119.77,1197.7,No
558,CUST_0559,Female,22,71,No,DSL,Month-to-month,64.08,4549.68,Yes
559,CUST_0560,Female,37,65,No,Fiber optic,One year,54.18,3521.7,No
560,CUST_0561,Female,28,45,Yes,DSL,Month-to-month,58.87,2649.15,No
561,CUST_0562,Male,79,8,Yes,Fiber optic,One year,29.74,237.92,No
562,CUST_0563,Male,27,2,No,None,Two years,108.09,216.18,No
563,CUST_0564,Male,57,25,No,DSL,Two years,60.31,1507.75,No
564,CUST_0565,Female,55,71,No,None,Month-to-month,57.5,4082.5,Yes
565,CUST_0566,Female,23,47,Yes,None,Two years,85.29,4008.63,No
566,CUST_0567,Female,25,65,No,DSL,Two years,63.09,4100.85,No
567,CUST_0568,Female,40,69,No,DSL,Month-to-month,84.12,5804.280000000001,Yes
568,CUST_0569,Male,64,27,No,None,One year,24.27,655.29,No
569,CUST_0570,Male,43,25,No,None,Two years,101.0,2525.0,No
570,CUST_0571,Female,63,24,No,None,Month-to-month,113.93,2734.32,No
571,CUST_0572,Male,60,11,Yes,None,Two years,84.17,925.87,No
572,CUST_0573,Male,29,4,No,DSL,Two years,115.37,461.48,No
573,CUST_0574,Female,43,47,No,DSL,Two years,33.45,1572.15,No
574,CUST_0575,Male,30,36,No,None,Two years,66.7,2401.2000000000003,No
575,CUST_0576,Female,57,43,No,Fiber optic,Month-to-month,79.38,3413.3399999999997,Yes
576,CUST_0577,Male,79,14,Yes,Fiber optic,Month-to-month,77.34,1082.76,Yes
577,CUST_0578,Female,35,42,Yes,DSL,Month-to-month,58.95,2475.9,Yes
578,CUST_0579,Female,42,47,Yes,None,Two years,52.48,2466.56,No
579,CUST_0580,Female,50,69,No,None,Two years,30.94,2134.86,No
580,CUST_0581,Female,64,45,No,DSL,Two years,57.96,2608.2,No
581,CUST_0582,Male,57,42,Yes,Fiber optic,Month-to-month,34.59,1452.7800000000002,Yes
582,CUST_0583,Female,77,20,Yes,Fiber optic,Two years,92.91,1858.1999999999998,No
583,CUST_0584,Female,60,22,Yes,Fiber optic,One year,39.3,864.5999999999999,No
584,CUST_0585,Female,29,46,No,DSL,Two years,23.97,1102.62,No
585,CUST_0586,Male,61,14,No,Fiber optic,One year,74.34,1040.76,No
586,CUST_0587,Female,53,24,Yes,DSL,Two years,78.71,1889.04,No
587,CUST_0588,Male,65,35,Yes,DSL,Month-to-month,106.94,3742.9,Yes
588,CUST_0589,Female,21,50,Yes,None,Two years,76.85,3842.4999999999995,No
589,CUST_0590,Male,22,14,No,Fiber optic,One year,53.24,745.36,No
590,CUST_0591,Male,73,67,No,DSL,One year,99.91,6693.969999999999,No
591,CUST_0592,Female,54,20,No,Fiber optic,Two years,73.11,1462.2,No
592,CUST_0593,Male,25,12,Yes,Fiber optic,One year,26.09,313.08,No
593,CUST_0594,Female,80,18,Yes,None,One year,75.72,1362.96,No
594,CUST_0595,Female,59,33,No,Fiber optic,Month-to-month,110.62,3650.46,Yes
595,CUST_0596,Female,66,67,Yes,None,Two years,58.42,3914.1400000000003,No
596,CUST_0597,Male,45,51,No,DSL,Two years,48.23,2459.73,No
597,CUST_0598,Male,48,26,Yes,Fiber optic,Two years,32.63,848.3800000000001,No
598,CUST_0599,Female,75,28,Yes,DSL,One year,33.45,936.6000000000001,No
599,CUST_0600,Female,26,27,Yes,Fiber optic,Two years,62.14,1677.78,No
600,CUST_0601,Male,71,34,Yes,DSL,Two years,78.76,2677.84,No
601,CUST_0602,Female,68,7,No,Fiber optic,Month-to-month,26.22,183.54,No
602,CUST_0603,Female,46,15,Yes,Fiber optic,Month-to-month,113.84,1707.6000000000001,Yes
603,CUST_0604,Female,31,35,No,Fiber optic,Month-to-month,95.02,3325.7,Yes
604,CUST_0605,Male,57,29,No,Fiber optic,One year,77.84,2257.36,No
605,CUST_0606,Male,58,17,No,Fiber optic,Two years,102.5,1742.5,No
606,CUST_0607,Male,39,1,Yes,Fiber optic,Month-to-month,26.18,26.18,Yes
607,CUST_0608,Female,28,48,No,Fiber optic,Month-to-month,66.64,3198.7200000000003,Yes
608,CUST_0609,Female,40,3,No,Fiber optic,Month-to-month,82.27,246.81,No
609,CUST_0610,Female,18,6,No,Fiber optic,Two years,102.52,615.12,No
610,CUST_0611,Male,63,38,Yes,DSL,Two years,97.91,3720.58,No
611,CUST_0612,Female,54,12,Yes,None,Two years,46.26,555.12,No
612,CUST_0613,Female,38,30,No,Fiber optic,One year,113.97,3419.1,No
613,CUST_0614,Female,43,70,Yes,None,One year,30.68,2147.6,No
614,CUST_0615,Female,63,62,No,Fiber optic,Month-to-month,107.26,6650.12,Yes
615,CUST_0616,Male,53,55,No,Fiber optic,Two years,117.04,6437.200000000001,No
616,CUST_0617,Male,71,41,Yes,DSL,Month-to-month,36.07,1478.8700000000001,No
617,CUST_0618,Female,40,60,No,DSL,Two years,91.65,5499.0,No
618,CUST_0619,Male,74,41,Yes,None,Two years,22.11,906.51,No
619,CUST_0620,Male,18,55,Yes,DSL,Two years,59.35,3264.25,No
620,CUST_0621,Female,80,35,No,DSL,One year,70.66,2473.1,No
621,CUST_0622,Female,71,67,Yes,None,One year,77.23,5174.41,No
622,CUST_0623,Male,72,6,Yes,DSL,Two years,113.47,680.8199999999999,No
623,CUST_0624,Female,68,53,No,Fiber optic,Month-to-month,86.57,4588.21,Yes
624,CUST_0625,Male,57,0,No,None,Two years,67.09,0.0,No
625,CUST_0626,Female,32,43,Yes,None,Two years,100.59,4325.37,No
626,CUST_0627,Male,38,44,Yes,Fiber optic,Month-to-month,114.95,5057.8,No
627,CUST_0628,Female,64,46,No,DSL,Two years,20.25,931.5,No
628,CUST_0629,Male,26,12,Yes,None,Month-to-month,118.22,1418.6399999999999,No
629,CUST_0630,Male,70,21,Yes,None,One year,26.79,562.59,No
630,CUST_0631,Male,26,20,Yes,Fiber optic,One year,101.07,2021.3999999999999,No
631,CUST_0632,Female,27,8,Yes,Fiber optic,Month-to-month,46.59,372.72,No
632,CUST_0633,Male,69,25,Yes,DSL,One year,31.48,787.0,No
633,CUST_0634,Male,74,8,Yes,None,One year,62.87,502.96,No
634,CUST_0635,Female,70,14,Yes,DSL,Month-to-month,83.68,1171.52,No
635,CUST_0636,Female,43,9,No,DSL,One year,56.86,511.74,No
636,CUST_0637,Male,58,41,No,Fiber optic,Two years,23.57,966.37,No
637,CUST_0638,Male,52,71,No,None,Two years,79.15,5619.650000000001,No
638,CUST_0639,Female,80,23,No,None,Month-to-month,110.05,2531.15,No
639,CUST_0640,Female,69,48,No,None,One year,57.09,2740.32,No
640,CUST_0641,Female,42,25,Yes,Fiber optic,Two years,40.07,1001.75,No
641,CUST_0642,Female,43,36,Yes,Fiber optic,Two years,63.14,2273.04,No
642,CUST_0643,Female,28,67,Yes,Fiber optic,One year,22.93,1536.31,No
643,CUST_0644,Male,55,49,Yes,Fiber optic,One year,101.69,4982.8099999999995,No
644,CUST_0645,Female,19,23,No,Fiber optic,Two years,102.29,2352.67,No
645,CUST_0646,Male,24,18,Yes,None,Two years,77.98,1403.64,No
646,CUST_0647,Male,35,59,Yes,DSL,Month-to-month,54.02,3187.1800000000003,Yes
647,CUST_0648,Male,44,38,No,None,Month-to-month,99.58,3784.04,Yes
648,CUST_0649,Female,51,17,Yes,DSL,Two years,74.58,1267.86,No
649,CUST_0650,Male,44,18,Yes,Fiber optic,Month-to-month,102.25,1840.5,No
650,CUST_0651,Male,34,35,No,DSL,Two years,82.41,2884.35,No
651,CUST_0652,Female,60,54,Yes,None,Two years,98.01,5292.54,No
652,CUST_0653,Male,76,68,Yes,None,Month-to-month,79.05,5375.4,Yes
653,CUST_0654,Male,61,46,Yes,DSL,Month-to-month,60.24,2771.04,Yes
654,CUST_0655,Female,76,48,Yes,Fiber optic,One year,115.71,5554.08,No
655,CUST_0656,Male,68,32,Yes,Fiber optic,One year,73.19,2342.08,No
656,CUST_0657,Male,71,20,No,None,One year,79.72,1594.4,No
657,CUST_0658,Male,41,21,No,DSL,Two years,40.49,850.2900000000001,No
658,CUST_0659,Female,42,47,No,Fiber optic,Month-to-month,81.82,3845.5399999999995,No
659,CUST_0660,Female,24,36,No,Fiber optic,Two years,76.3,2746.7999999999997,No
660,CUST_0661,Female,69,14,No,None,Month-to-month,36.85,515.9,Yes
661,CUST_0662,Male,23,34,No,Fiber optic,Two years,24.08,818.7199999999999,No
662,CUST_0663,Male,70,70,Yes,DSL,One year,79.64,5574.8,No
663,CUST_0664,Female,41,31,No,None,One year,95.9,2972.9,No
664,CUST_0665,Male,50,10,No,None,One year,71.39,713.9,No
665,CUST_0666,Male,66,9,Yes,DSL,Two years,41.13,370.17,No
666,CUST_0667,Female,46,72,Yes,None,Month-to-month,85.99,6191.28,No
667,CUST_0668,Female,80,56,No,Fiber optic,Month-to-month,26.17,1465.52,No
668,CUST_0669,Male,60,24,Yes,Fiber optic,One year,63.07,1513.68,No
669,CUST_0670,Male,39,1,No,DSL,One year,34.66,34.66,No
670,CUST_0671,Male,43,63,Yes,Fiber optic,One year,36.81,2319.03,No
671,CUST_0672,Female,45,34,No,DSL,One year,38.63,1313.42,No
672,CUST_0673,Female,67,6,Yes,DSL,Month-to-month,57.44,344.64,No
673,CUST_0674,Female,38,17,Yes,Fiber optic,Two years,23.22,394.74,No
674,CUST_0675,Female,66,66,No,DSL,Two years,58.57,3865.62,No
675,CUST_0676,Male,24,41,No,Fiber optic,Two years,70.19,2877.79,No
676,CUST_0677,Female,34,38,No,None,Two years,67.3,2557.4,No
677,CUST_0678,Female,37,40,No,None,One year,57.04,2281.6,No
678,CUST_0679,Female,58,23,No,DSL,One year,103.59,2382.57,No
679,CUST_0680,Female,66,59,Yes,Fiber optic,One year,32.82,1936.38,No
680,CUST_0681,Female,37,45,No,Fiber optic,Two years,69.58,3131.1,No
681,CUST_0682,Male,71,18,No,None,One year,24.33,437.93999999999994,No
682,CUST_0683,Male,39,67,Yes,None,One year,25.26,1692.42,No
683,CUST_0684,Female,45,41,Yes,Fiber optic,Month-to-month,76.53,3137.73,No
684,CUST_0685,Male,80,31,No,DSL,Month-to-month,75.73,2347.63,Yes
685,CUST_0686,Female,78,38,Yes,None,One year,107.56,4087.28,No
686,CUST_0687,Female,57,35,Yes,DSL,Month-to-month,74.9,2621.5,Yes
687,CUST_0688,Male,66,35,No,DSL,Month-to-month,115.9,4056.5,Yes
688,CUST_0689,Male,24,2,Yes,None,One year,22.97,45.94,No
689,CUST_0690,Female,18,72,Yes,DSL,One year,28.0,2016.0,No
690,CUST_0691,Female,49,7,No,DSL,One year,22.49,157.42999999999998,No
691,CUST_0692,Female,30,69,No,Fiber optic,One year,36.9,2546.1,No
692,CUST_0693,Male,47,40,Yes,DSL,Two years,73.21,2928.3999999999996,No
693,CUST_0694,Female,40,67,Yes,Fiber optic,Two years,83.85,5617.95,No
694,CUST_0695,Female,68,12,No,None,One year,22.65,271.79999999999995,No
695,CUST_0696,Female,76,48,Yes,None,Month-to-month,114.49,5495.5199999999995,Yes
696,CUST_0697,Male,73,59,Yes,Fiber optic,One year,103.9,6130.1,No
